i_index unit1 scale1,j_index unit1 scale1,k_index unit1 scale1,x_coord unit1 scale1,y_coord unit1 scale1,z_coord unit1 scale1,S2X4_FACIES unit1 scale1,S2X4_POR unit1 scale1
32,59,32,47860.0,50380.0,-2879.25228882,0.0,0.894537
32,59,33,47860.0,50380.0,-2883.61260986,0.0,0.0
32,59,34,47860.0,50380.0,-2887.97296143,0.0,0.0
32,59,35,47860.0,50380.0,-2892.33328247,0.0,0.0
32,59,36,47860.0,50380.0,-2896.693573,0.0,0.0
32,59,37,47860.0,50380.0,-2901.05389404,3.0,0.0
32,59,38,47860.0,50380.0,-2905.41418457,1.0,8.955418
32,70,32,47860.0,50820.0,-2608.66000366,1.0,0.0
32,70,33,47860.0,50820.0,-2612.5993042,1.0,0.0
32,70,34,47860.0,50820.0,-2616.53863525,2.0,0.0
32,70,35,47860.0,50820.0,-2620.47802734,1.0,0.0
32,70,36,47860.0,50820.0,-2624.41741943,0.0,0.0
32,70,37,47860.0,50820.0,-2628.35671997,1.0,0.0
32,70,38,47860.0,50820.0,-2632.29602051,0.0,0.0
34,51,32,47940.0,50060.0,-2820.87994385,3.0,9.850677
34,51,33,47940.0,50060.0,-2827.81698608,0.0,11.502447
34,51,34,47940.0,50060.0,-2834.7539978,0.0,2.66503
34,60,32,47940.0,50420.0,-2886.80465698,0.0,0.0
34,60,33,47940.0,50420.0,-2890.5619812,2.0,0.0
34,60,34,47940.0,50420.0,-2894.31930542,0.0,0.0
35,51,32,47980.0,50060.0,-2826.24169922,2.0,6.688487
35,51,33,47980.0,50060.0,-2833.29074097,0.0,0.0
35,51,34,47980.0,50060.0,-2840.3397522,0.0,17.184805
35,51,35,47980.0,50060.0,-2847.38882446,1.0,3.028425
35,51,36,47980.0,50060.0,-2854.43789673,2.0,0.0
35,51,37,47980.0,50060.0,-2861.48693848,0.0,0.0
35,59,32,47980.0,50380.0,-2886.14904785,0.0,0.0
35,59,33,47980.0,50380.0,-2889.79858398,2.0,0.0
35,59,34,47980.0,50380.0,-2893.44812012,0.0,0.0
35,59,35,47980.0,50380.0,-2897.09768677,0.0,0.0
35,59,36,47980.0,50380.0,-2900.74725342,2.0,0.0
35,59,37,47980.0,50380.0,-2904.39678955,1.0,0.0
35,59,38,47980.0,50380.0,-2908.04632568,1.0,0.0
35,74,32,47980.0,50980.0,-2640.71472168,1.0,4.046553
35,74,33,47980.0,50980.0,-2644.9508667,2.0,16.358208
35,74,34,47980.0,50980.0,-2649.18707275,2.0,4.420651
35,74,35,47980.0,50980.0,-2653.42324829,2.0,11.968514
35,74,36,47980.0,50980.0,-2657.65939331,1.0,8.783711
35,74,37,47980.0,50980.0,-2661.89553833,0.0,4.454466
35,74,38,47980.0,50980.0,-2666.13174438,0.0,5.717643
37,76,32,48060.0,51060.0,-2667.7286377,1.0,9.144349
37,76,33,48060.0,51060.0,-2671.60021973,1.0,11.023342
37,76,34,48060.0,51060.0,-2675.47183228,0.0,0.0
37,76,35,48060.0,51060.0,-2679.34344482,3.0,0.0
37,76,36,48060.0,51060.0,-2683.21505737,3.0,11.800136
37,76,37,48060.0,51060.0,-2687.08670044,0.0,9.26748
37,76,38,48060.0,51060.0,-2690.95831299,0.0,7.83442
38,66,32,48100.0,50660.0,-2651.79360962,3.0,21.075676
38,66,33,48100.0,50660.0,-2656.03790283,1.0,24.361637
38,66,34,48100.0,50660.0,-2660.28222656,0.0,19.470308
38,66,35,48100.0,50660.0,-2664.52658081,1.0,21.470928
38,66,36,48100.0,50660.0,-2668.77090454,1.0,20.663008
38,66,37,48100.0,50660.0,-2673.01522827,1.0,19.99169
38,66,38,48100.0,50660.0,-2677.25952148,0.0,18.579954
38,70,32,48100.0,50820.0,-2648.50912476,2.0,8.560477
38,70,33,48100.0,50820.0,-2652.68661499,1.0,5.904039
38,70,34,48100.0,50820.0,-2656.86410522,2.0,3.624516
38,70,35,48100.0,50820.0,-2661.04162598,2.0,18.327084
38,70,36,48100.0,50820.0,-2665.21914673,2.0,14.55737
38,70,37,48100.0,50820.0,-2669.396698,2.0,8.732115
38,70,38,48100.0,50820.0,-2673.57421875,0.0,2.941422
38,77,32,48100.0,51100.0,-2646.57293701,2.0,11.872405
38,77,33,48100.0,51100.0,-2650.67590332,1.0,6.387804
38,79,32,48100.0,51180.0,-2656.3503418,0.0,0.0
38,79,33,48100.0,51180.0,-2660.60668945,1.0,1.246029
38,79,34,48100.0,51180.0,-2664.86303711,1.0,5.354984
38,79,35,48100.0,51180.0,-2669.1194458,3.0,10.071409
38,79,36,48100.0,51180.0,-2673.37585449,0.0,0.0
38,79,37,48100.0,51180.0,-2677.63220215,0.0,0.0
38,79,38,48100.0,51180.0,-2681.8885498,0.0,0.0
39,73,32,48140.0,50940.0,-2669.55395508,0.0,0.0
39,73,33,48140.0,50940.0,-2674.22631836,0.0,0.0
39,73,34,48140.0,50940.0,-2678.89868164,0.0,0.0
39,73,35,48140.0,50940.0,-2683.57104492,0.0,0.0
39,73,36,48140.0,50940.0,-2688.2434082,1.0,0.0
39,73,37,48140.0,50940.0,-2692.915802,0.0,0.0
39,73,38,48140.0,50940.0,-2697.58816528,0.0,0.0
39,85,32,48140.0,51420.0,-2703.15701294,0.0,0.0
39,85,33,48140.0,51420.0,-2707.14593506,0.0,0.0
39,85,34,48140.0,51420.0,-2711.1348877,1.0,8.898774
39,85,35,48140.0,51420.0,-2715.12380981,2.0,11.012576
39,85,36,48140.0,51420.0,-2719.11273193,2.0,5.832223
39,85,37,48140.0,51420.0,-2723.10159302,0.0,12.468775
39,85,38,48140.0,51420.0,-2727.09051514,1.0,2.595447
40,56,32,48180.0,50260.0,-2807.74334717,0.0,0.0
40,56,33,48180.0,50260.0,-2811.62356567,0.0,0.0
40,56,34,48180.0,50260.0,-2815.50378418,0.0,1.593504
40,56,35,48180.0,50260.0,-2819.3840332,2.0,4.925689
40,56,36,48180.0,50260.0,-2823.26422119,1.0,5.979124
40,56,37,48180.0,50260.0,-2827.14440918,0.0,0.0
40,56,38,48180.0,50260.0,-2831.0246582,0.0,0.0
40,82,32,48180.0,51300.0,-2692.24642944,0.0,0.0
40,82,33,48180.0,51300.0,-2696.61978149,1.0,3.855633
40,82,34,48180.0,51300.0,-2700.99313354,1.0,6.757111
40,82,35,48180.0,51300.0,-2705.36645508,2.0,7.136518
40,82,36,48180.0,51300.0,-2709.73974609,1.0,8.395831
40,82,37,48180.0,51300.0,-2714.11306763,0.0,0.0
40,82,38,48180.0,51300.0,-2718.48641968,0.0,0.0
41,66,32,48220.0,50660.0,-2664.79577637,0.0,0.0
41,66,33,48220.0,50660.0,-2669.70935059,0.0,0.0
41,66,34,48220.0,50660.0,-2674.62289429,0.0,0.0
41,66,35,48220.0,50660.0,-2679.53640747,1.0,0.0
41,66,36,48220.0,50660.0,-2684.44998169,3.0,0.0
41,66,37,48220.0,50660.0,-2689.36355591,3.0,4.05773
41,66,38,48220.0,50660.0,-2694.27709961,2.0,2.539343
41,88,33,48220.0,51540.0,-2667.15118408,1.0,0.0
41,88,34,48220.0,51540.0,-2671.29669189,1.0,0.0
41,88,35,48220.0,51540.0,-2675.44226074,2.0,0.0
41,88,36,48220.0,51540.0,-2679.58782959,1.0,0.0
41,88,37,48220.0,51540.0,-2683.73330688,1.0,0.0
41,88,38,48220.0,51540.0,-2687.87884521,3.0,0.0
41,93,35,48220.0,51740.0,-2683.83218384,2.0,0.0
41,94,35,48220.0,51780.0,-2686.63729858,2.0,0.0
41,94,36,48220.0,51780.0,-2690.7074585,1.0,0.0
41,94,37,48220.0,51780.0,-2694.77764893,1.0,0.0
41,94,38,48220.0,51780.0,-2698.84783936,1.0,0.0
42,88,32,48260.0,51540.0,-2668.96032715,1.0,0.0
42,88,33,48260.0,51540.0,-2673.45498657,1.0,0.0
42,92,32,48260.0,51700.0,-2676.37322998,2.0,0.0
42,92,33,48260.0,51700.0,-2680.61499023,2.0,0.0
42,92,34,48260.0,51700.0,-2684.85678101,2.0,6.844772
42,92,35,48260.0,51700.0,-2689.09848022,2.0,3.991914
42,92,36,48260.0,51700.0,-2693.34024048,1.0,17.9953
42,92,37,48260.0,51700.0,-2697.58200073,1.0,7.276272
42,92,38,48260.0,51700.0,-2701.82373047,3.0,2.441265
42,93,32,48260.0,51740.0,-2677.9274292,2.0,0.0
42,93,33,48260.0,51740.0,-2682.18307495,2.0,0.0
42,93,34,48260.0,51740.0,-2686.4387207,1.0,0.0
42,93,35,48260.0,51740.0,-2690.69430542,2.0,0.0
43,71,32,48300.0,50860.0,-2683.68521118,0.0,1.821421
43,71,33,48300.0,50860.0,-2688.34033203,2.0,11.934955
43,71,34,48300.0,50860.0,-2692.99542236,2.0,9.07012
43,71,35,48300.0,50860.0,-2697.65048218,1.0,4.732492
43,71,36,48300.0,50860.0,-2702.30554199,1.0,3.925403
43,71,37,48300.0,50860.0,-2706.96063232,1.0,7.146258
43,71,38,48300.0,50860.0,-2711.61572266,0.0,3.978164
44,65,32,48340.0,50620.0,-2672.16668701,1.0,1.246225
44,65,33,48340.0,50620.0,-2677.15536499,0.0,4.323536
44,65,34,48340.0,50620.0,-2682.14404297,0.0,3.312819
44,65,35,48340.0,50620.0,-2687.13269043,0.0,0.0
44,65,36,48340.0,50620.0,-2692.12133789,2.0,9.60726
44,65,37,48340.0,50620.0,-2697.11001587,1.0,10.476816
44,65,38,48340.0,50620.0,-2702.09866333,0.0,0.0
44,74,38,48340.0,50980.0,-2683.25952148,0.0,0.0
44,78,32,48340.0,51140.0,-2687.144104,0.0,0.0
44,78,33,48340.0,51140.0,-2692.04718018,1.0,2.746646
44,78,34,48340.0,51140.0,-2696.95028687,1.0,4.401731
44,78,35,48340.0,51140.0,-2701.85339355,3.0,13.751529
44,78,36,48340.0,51140.0,-2706.75646973,0.0,1.619148
44,78,37,48340.0,51140.0,-2711.6595459,3.0,8.328677
44,78,38,48340.0,51140.0,-2716.56265259,3.0,8.066763
44,84,32,48340.0,51380.0,-2742.89620972,1.0,4.662583
44,84,33,48340.0,51380.0,-2748.27496338,1.0,4.75048
44,84,34,48340.0,51380.0,-2753.65368652,1.0,4.787982
44,84,35,48340.0,51380.0,-2759.03240967,1.0,3.584905
44,84,36,48340.0,51380.0,-2764.41116333,1.0,7.659716
44,84,37,48340.0,51380.0,-2769.78994751,1.0,18.193893
44,84,38,48340.0,51380.0,-2775.16870117,0.0,4.368497
44,92,32,48340.0,51700.0,-2690.48928833,1.0,1.933792
44,92,33,48340.0,51700.0,-2695.17529297,3.0,14.965474
44,92,34,48340.0,51700.0,-2699.86126709,1.0,1.686208
44,92,35,48340.0,51700.0,-2704.54724121,0.0,0.0
44,92,36,48340.0,51700.0,-2709.23321533,3.0,5.606643
44,92,37,48340.0,51700.0,-2713.91918945,3.0,19.602901
44,92,38,48340.0,51700.0,-2718.60519409,1.0,1.950252
45,49,32,48380.0,49980.0,-2838.00888062,1.0,0.955462
45,49,33,48380.0,49980.0,-2842.74328613,0.0,0.0
45,49,34,48380.0,49980.0,-2847.47772217,0.0,3.479856
45,49,35,48380.0,49980.0,-2852.21218872,2.0,7.827655
45,49,36,48380.0,49980.0,-2856.94659424,1.0,3.252373
45,49,37,48380.0,49980.0,-2861.68096924,1.0,7.485371
45,49,38,48380.0,49980.0,-2866.41540527,0.0,2.494077
45,61,33,48380.0,50460.0,-2682.04714966,1.0,9.099004
45,61,34,48380.0,50460.0,-2686.33154297,1.0,0.0
45,61,35,48380.0,50460.0,-2690.61602783,1.0,4.96748
45,61,36,48380.0,50460.0,-2694.9005127,2.0,6.583874
45,61,37,48380.0,50460.0,-2699.18496704,0.0,10.275961
45,61,38,48380.0,50460.0,-2703.46942139,0.0,9.54855
45,64,36,48380.0,50580.0,-2694.19116211,1.0,7.57094
45,64,37,48380.0,50580.0,-2699.00881958,1.0,5.453429
45,64,38,48380.0,50580.0,-2703.82644653,0.0,4.15906
45,66,32,48380.0,50660.0,-2675.21768188,2.0,2.143857
45,66,33,48380.0,50660.0,-2680.39639282,0.0,2.638097
45,66,34,48380.0,50660.0,-2685.57513428,0.0,0.0
45,66,35,48380.0,50660.0,-2690.7538147,0.0,0.0
45,66,36,48380.0,50660.0,-2695.93249512,2.0,5.116563
45,66,37,48380.0,50660.0,-2701.11123657,3.0,13.634954
45,66,38,48380.0,50660.0,-2706.28994751,0.0,0.0
45,67,38,48380.0,50700.0,-2708.03485107,0.0,0.0
45,74,34,48380.0,50980.0,-2669.7013855,2.0,0.0
45,74,35,48380.0,50980.0,-2673.9992981,2.0,0.0
45,74,36,48380.0,50980.0,-2678.29724121,0.0,0.0
45,74,37,48380.0,50980.0,-2682.59518433,2.0,0.0
45,74,38,48380.0,50980.0,-2686.89312744,0.0,0.0
45,97,16,48380.0,51900.0,-2644.29046631,0.0,0.0
46,61,32,48420.0,50460.0,-2680.34191895,0.0,4.700167
46,61,33,48420.0,50460.0,-2684.59091187,1.0,9.099004
46,62,32,48420.0,50500.0,-2678.88861084,0.0,4.700167
46,72,38,48420.0,50900.0,-2729.5675354,0.0,8.665269
46,74,32,48420.0,50980.0,-2662.51663208,1.0,0.0
46,88,32,48420.0,51540.0,-2693.19656372,1.0,1.863389
46,88,33,48420.0,51540.0,-2697.57278442,1.0,3.348413
46,88,34,48420.0,51540.0,-2701.94906616,1.0,8.035038
